Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
0829814000,WonderfulWorshipinSmallerChurches,19.40,AZ0IOBU20TBOP,Rev.PamelaTinnin,8/10,5.0,991440000,OutstandingResourceforSmallChurchPastors,"Ijustfinishedthebook,&quot;WonderfulWorshipinSmallerChurches,&quot;byDavidRay,anoutstandingresourceforsmallchurchpastors,asishisotherbook,&quot;TheBigSmallChurchBook.&quot;Iwillberereadingbothregularlyandreferringtothemoften.Imayhavetoreorderthe&quot;BigSmallChurchBook&quot;asmycopyisnearlywornout.IfIhadonlytwochoicesforresourcesforpastorsofsmallchurches,itwouldbethesetwo.IhopetheauthorconsidersfocusingonChristianEducationinanotherbook.Thereisasectioninthe&quot;BigSmallChurchBook&quot;onChristianEducation,butconcentratingononeofthemostimportantchurchfunctionsindividuallymakesahugedifference,asisprovenbythisnewbook.ItellallmycolleaguesthatRev.Ray'sbooksarewortheverydollarandmore."
0829814000,WonderfulWorshipinSmallerChurches,19.40,A373VVEU6Z9M0N,Dr.TerryW.Dorsett,1/1,5.0,1291766400,SmallChurchesCANHaveWonderfulWorship,"Manysmallchurchesfeelliketheycannothavegreatworshipbecausetheylacktheresourcesthatlargerchurchestakeforgranted.Ray'slistof""thoushalts""isworththepriceofthebook.Thedescriptionofvarious""personalities""inthesmallchurchisbothhumorous,andsotrue.Thisbookgivesencouragementaswellaspracticaladvice."
0829814000,WonderfulWorshipinSmallerChurches,19.40,AGKGOH65VTRR4,"CynthiaL.Lajoy""CindyLaJoy""",1/1,5.0,1248307200,NotJustforPastors!,"Ijustfinishedreadingthisamazingbookandcameawaywithanentirelydifferentperspectiveonoursmallercongregation.Asaministryleaderitiseasytobecomedepressedoverwhatcannotbeaccomplished,andhowoverworkedeveryoneisinasmallchurch...butweoftenfailtoseeallthatISbeingaccomplishedandhowextraordinaryoursmallercongregationsare.Therearemanyplusesoutlinedinthisbookaboutwhatworksaboutbeingsmaller,andinthisdayofmegachurchesthereminderisagoodone.Therearesomeverygoodtipsaboutalteringworshipforsmallercongregationsandvaluingit'suniquesizeandworkingwithitwell.Forthethousandsofuswhofindourselvesinchurcheswithmembershipof100orless,forthosewhoarediscouragedwhenworshipattendenceis30or40duringthesummer,thisbookissuchanupliftingperspectiveyoucan'thelpbutbeenergized!Unlikemanytomesofthisnature,thisisaneasyreadandthelaypersoncangobbleitupandimmediatelyputittouse.DavidRay'swritingstyleisaccessibleanddoesn'tmakeassumptionsabouttheknowledgeofthereader,offeringexplanationswhereneededthatwereveryhelpful.Pickitupevenifyouarenotapastor,youwillgainsomethingfromit,Iguaranteeit!"
0829814000,WonderfulWorshipinSmallerChurches,19.40,A3OQWLU31BU1Y,MaxwellGrant,1/1,5.0,1222560000,Smallchurchpastor?Thisisthebookonworship,"Ihadn'tbeenasmallchurchpastorverylongbeforeIbegantohearaboutDavidR.Ray.Ifyoudoanyreadinginthisarea,you'llstarttoseeotherauthorsrefertohimandahandfulofothers,especiallyAnthonyPappasandCarlDudley(whoarealsoexcellent).ButRayisdifferent.Readinghiswork,IfeltasifhehadactuallyvisitedMYhomechurch.Hedescribessomeofthepersonalitiesinachurchfamily,andIcouldsupplytheirnames.Helistssomeofthe""ThouShalts""ofastrongworshipservice,andIheardechoesofmymostrecentdeacons'meeting.Henotonlygetssmallchurchculture,hecelebratesit,andheiseagertohelpsmallchurcheslearntogetandtocelebratethemselves.Ifyouarepartofachurchwherelow-moraleoftencoexistswithfeistypride,thisisaresourcethatwillhelp.Itofferssomewaysofidentifyingwhatchurchfamilieswith50orfewerneedandhopeforfromtheirchurches,andhowtoofferitinwaysthatareinclusive,warm,funandauthentic.Hallelujah!"
0595344550,WhispersoftheWickedSaints,10.95,A3Q12RK71N74LB,BookReader,7/11,1.0,1117065600,notgood,"IboughtthisbookbecauseIreadsomeglowingpraiseonanonlinelibrarysite.Unfortunately,Iwasdeeplydisappointedbypagethree.Ialwaysbuybooksinthehopeandexpectationofhavinganenjoyableread,nottocriticise.However,thisbookisinurgentneedofgoodediting--thoughquitepossiblyeditingalonewouldn'tsaveit.Examples:abedsqueaksslightlyandsharplyinthesamesentence;anightgownhangsfreelyoverhergirlishfigureandolivecoloredcomplexion;coffeearomashuddle;rumblingcloudshuddle(aswellasthecoffee?);shepreparedtosiphercoffeebeneaththewrathofGod...cuddledwithinthearmsofastrongbreeze;(thewrathofGodisabreeze?);theColumbian(stet)coffeearomadancedbeneathhersculptedtannose;thecoffeebeanfragrancetangoedwithinherbody;sheplacedherthickpinklipsagainstthewarmcup;...andsoon,allbypagethree.Itisquitepossiblethatthestorylineisdeeplymoving.I'llneverknowbecauseIcan'tbringmyselftocontinue.Sorry."
0595344550,WhispersoftheWickedSaints,10.95,A1E9M6APK30ZAU,V.Powell,1/2,4.0,1119571200,Hereismyopinion,"Ihavetoadmit,Iamnotonetowritereviewsonbook.Idohoweverliketoreadthem.Someofthereviewsaregreat,somearecruel,butthereviewsonthisbookwereabsolutlelyhysterical.IreadthisbookandafterwatchingthewarofthewordsIcouldn'thelp,buttojumpin.Iamonthegoodsideofthebook.Ilovedhowitkeptmyintersted.OnthebadsideIhavetosay,therewasatypofeaturedonthebackcoverandthesecrettolikingthisbookismakingitthroughthefirstchapter.IhavetoadmitIwasalittlecuriouswhenIreadsomeofthereviews.Theyweresomeanandfalsethatitspikedmycuriosity.Ithenlikethelastreviewnoticedthatthe""Travelinglibrarian""wroteacompletelyignorantreviewonthisbook.Myfirstthoughtwaswaitaminute,thatwasnotthebookthatIread.Ireadmycopyonceagainandrealizedherentirereviewwasfabricated.ThenIknew,itwassomekindofgame.Maybeitissomeonewhodislikestheauthorforpersonalreasons,thathaspostedmorethenoneawfulreview,ormaybethisisanotherwhoisjealous,Whoknows?AllIknowisthatIlikedthebook,andfuturereaderstaketheadviceoftheignorantwithagrainofsalt."
0595344550,WhispersoftheWickedSaints,10.95,AUR0VA5H0C66C,"LoveToRead""ActuallyReadBooks""",1/2,1.0,1119225600,Buyerbeware,"Thisisaself-publishedbook,andifyouwanttoknowwhy--readafewparagraphs!Those5starreviewsmusthavebeenwrittenbyMs.Haddon'sfamilyandfriends--orperhaps,byherself!Ican'timagineanyonereadingthewholething--Ispentaneveningwiththebookandafriendandwewereinhystericsreadingbitsandpiecesofittooneanother.Itismostdefinitelybadenoughtobeenteredintosomekindofa""worstbook""contest.Ican'tbelieveAmazonevensellsthiskindofthing.MaybeIcanofferthemmy8thgradetermpaperon""ToKillaMockingbird""--abookIamquitesureMs.Haddonneverheardof.Anyway,unlessyouareinamoodtosendabooktosomeoneasajoke---stayfar,farawayfromthisone!"
0595344550,WhispersoftheWickedSaints,10.95,A1YLDZ3VHR6QPZ,Clara,2/4,5.0,1115942400,Fallonyourknee's,WhenIfirstreadthistheIwasmezmerizedatthestyleofwritting.IsoonbecamesohookedonthisbookthatIwantedtofallonmykneesandshutouttherestoftheworld.HaddondeliversaportrayalofawomanthatishurtloneyandabusedandIthinkshedoesawonderfuljobmakingthereaderfeellikethecharacter.
0595344550,WhispersoftheWickedSaints,10.95,ACO23CG8K8T77,Tonya,5/9,5.0,1117065600,BravoVeronica,"IreadthereviewdirectlyundermineandIhavetosayIlaughed.Howcansomeonewriteahonestreviewonabooktheyreadonlythreepagesof?Thatwasfunnybutalsosadthatpeoplearemeanenoughtokeepothersfromanenjoyableread.Ilovedthisbook.Ithoughtthefirstchapterwasalittlelong,butIreadtheWHOLEbookandIlovedit.Thisbookisaboutanafairoftheheartandtherighttobehappy.Itisaglimpsintothelivesofthosewhoareforbidentoloveeachother.Thisisaheartwarmingstory.Thisisafirstbookandithadafewflaws,butthiswriterwillonlygetbetterandbetterasshegoesforward.ItwaslovelyandIamblessedthatIreadit."
0595344550,WhispersoftheWickedSaints,10.95,A1VK81CRRC7MLM,"missyLou""apple""",1/3,5.0,1130025600,Wonderful,"Ireallyenjoyedthebook.Ibelievetheauthordidagoodjobattackelingthesubjectofpoorconductinthechurch.Iwasremindedthatweareallhuman,andeventhemightyshallfall.NowIhavetospeakmymindregardingthepoorreviews.Iwasshockedatthebahaviorof""adults""Whathappenedtorespectforothers.InmyopinionIhavetosaythosewhowrotethemeanreviewsarenothingshortofignorentandwithoutadoubtlowclass.Yes,thereareminorerrorsinthebook,butitdidnotchangethegreatnessofthestoryforme.WhocaresifawordonthebackcoverismissinganE?DidanyonestoptothinkthatthisbookwhentthroughapublishermostlikelyafteritleftthehandsofMrs,Haddon?Ihavetosay,Iamnotonetoleavereviews,butIjusthadtoowhenIsawhowthisbookwasmisrepresented.Notonlywastheauthorbutchered,butthosewholikedthebookaswellwerecalledilliterate.IagreewithafellowreviewerwhenIask,howmanyofyouhavewrittenabook?Obviouslynotmanybecauseyouallhavewaytoomuchtimeonyourhands.Ilikedthebook,andrememberthatthoseofyouinglasshousesshouldnotthrowstones."
0595344550,WhispersoftheWickedSaints,10.95,A2GKUH6OBW7POH,juleeglee,0/2,5.0,1118102400,Awesome!,"Thiswasnotatypicalromanceread.Itisdeep,lovingandfullofsuspense.Thisbooktouchesonwemon'sissuesanditcaressestheheart.BythethirdchapterIwashooked.Ididnotthinkthefirstchaptedwastoolong.Itwasgreat.IloveditandIrecommendittoanyonewhowantsagreatread."
0595344550,WhispersoftheWickedSaints,10.95,A2BAF61XBWSLH,Vanna,1/4,5.0,1118448000,Gloriousstory,"IlovedWhisperofthewickedsaints.ThestorywasamazingandIwaspleasantlysurprisedatthechangesinthebook.Iamnotnormalysomeonewhoisintoromancenovels,buttheworldwasravingaboutthisbookandsoIboughtit.Ilovedit!!Thisisabrilliantstorybecauseitissotrue.ThisbookwassowonderfulthatIhavetoldallofmyfriendstoreadit.Itisnotatypicalromance,itissomuchmore.Notreadingthisbookisacrime,becuaseyouaremissingoutonaheartwarmingstory."
0595344550,WhispersoftheWickedSaints,10.95,A6OQ83FD8E2OC,Read-Aholic,1/4,5.0,1117497600,Lovedit!!,"Ilovedthisbookforafewreasons.ThefirstwasthatIfeltasifIwasnotreadingthestory,butIwaspartofthestory.Ilovedthewayittwistedandturnedateverycorner,IlovedthatIsimplydidnotknowwhattoexpect.ThechoiceofwordswasspectacularandjustwhenIthoughtthatIwasincontrolofmyownemotions,somethingwouldjumpupandsurpriseme.Iamanxiouslywaitingforthenextbook,thiswasoneofthebestromancesuspensebooksthatIhavereadinyears.Ihighlyrecomendit.Igivethisonefivestars!!!!!!!!"
0595344550,WhispersoftheWickedSaints,10.95,AVRN9E6X9I6KF,Karisa,0/3,5.0,1119139200,Fivestarsitnotenough,"Ithoughtthisbookwasbrilliant.Theplotwassogoodthatitkeptmeguessinguntiltheend.ItworkeditswayintomyheartandIcan'thelpeverynowandthenthinkingaboutMaxwell,HeathandJulia.Thisissogreat,IlovethisnewwriterandIcan'twaitforthenextbook.&lt;hint,hint>Amustreadforanyonewithabeatingheart."
0595344550,WhispersoftheWickedSaints,10.95,A2YWUISTJ728T5,darby,4/6,5.0,1115856000,AFIVESTARBOOK,"IjustfinishedreadingWhisperoftheWickedsaints.Ifellinlovewiththecaracters.Iexpectedanaverageromanceread,butinsteadIfoundoneofmyfavoritebooksofalltime.JustwhenIthoughtIcouldpredicttheoutcomeIwasshocked!ThewrittingwassodescriptivethatmyheartbrokewhenJulia'sdidandIfeltasifIwastherewiththeminsteadofjustadistantreader.Ifyouarealoverofromancenovelsthenthisisamustread.Don'tletthecoverfoolyouthisbookisspectacular!"
0595344550,WhispersoftheWickedSaints,10.95,ASEIU33YVKKWW,"BarbaraSteinbach""ATrueFan""",2/3,5.0,1124668800,WhispersoftheWickedSaints,"Thiswasaeasytoreadbookthatmademewanttokeepreadingonandon,noteasytoputdown.Itleftmewantingtoreadthefollowon,whichIhopeiscomingsoon.Iusedtoreadalotbuthavegottenawayfromit.Thisbookmademewanttoreadagain.Veryenjoyable."
0595344550,WhispersoftheWickedSaints,10.95,AJV5HX8BBZKEP,"jaylynnRoberts""jaylynnroberts""",0/0,4.0,1151712000,"Errors,butgreatstory","Iwasadissapointedtoseeerrorsonthebackcover,butsinceIpaidforthebookIreaditanyway.IhavetosayIloveit.Icouldn'tputitdown.Ireadthewholebookintwohours.Isaybuyit.Isayreadit.Itissad,butitgivesaninterestingpointofviewonchurchtoday.Wespendtoomuchtimelookingatthefaultsofothers.Ialsoenjoyedbeloved.Sincerly,JaylynnR"
0595344550,WhispersoftheWickedSaints,10.95,A1P2KGE2Z8RTA,C.Robertson,0/0,1.0,1119916800,TheWorst!,"Acompletewasteoftime.Typographicalerrors,poorgrammar,andatotallypatheticplotadduptoabsolutelynothing.I'membarrassedforthisauthorandverydisappointedIactuallypaidforthisbook."
